result,1,2,3,4,5,6,7,8,9
-1,50,35,80,193,132,0,120,196,205
-1,133,83,59,180,46,91,169,179,111
1,69,198,85,165,27,26,50,114,45
-1,135,31,233,122,119,23,126,183,151
1,50,55,99,218,86,43,16,90,34
1,156,219,149,128,7,39,179,117,125
1,35,205,121,88,79,108,128,133,79
1,171,124,220,48,34,185,158,245,0
-1,210,49,107,203,214,52,118,211,226
-1,91,240,78,92,245,8,61,168,226
1,158,108,232,67,115,204,203,213,50
-1,68,175,129,40,83,13,147,112,159
-1,53,0,116,121,181,167,223,227,206
-1,84,66,212,110,118,23,72,100,217
-1,218,23,64,215,181,217,51,154,215
1,147,254,55,9,201,203,13,136,121
1,118,200,247,190,50,52,81,219,15
-1,13,25,67,112,61,53,193,192,100
1,182,195,70,218,241,215,43,164,216
-1,30,208,59,106,39,241,156,77,80
1,177,240,110,231,138,121,25,191,9
1,80,110,220,10,184,223,28,107,65
-1,156,12,194,89,189,18,252,187,211
1,50,102,126,138,189,225,49,76,114
1,216,5,31,175,147,54,32,70,138
-1,225,57,198,134,164,242,188,235,232
-1,32,187,225,9,158,23,167,86,227
1,0,154,239,151,184,16,97,79,208
1,242,163,35,81,223,39,5,237,131
1,64,221,212,191,125,111,187,235,35
-1,28,55,239,36,10,195,47,176,108
-1,135,41,187,72,5,189,214,90,153
-1,57,115,187,109,195,155,123,87,203
1,248,184,128,155,26,59,95,198,154
1,186,248,212,239,196,213,105,29,22
-1,63,4,200,183,54,173,16,203,112
-1,145,139,82,102,91,109,221,227,244
1,183,240,236,21,180,46,218,98,7
1,214,71,203,79,153,112,147,198,52
1,244,69,197,25,147,132,229,47,149
-1,82,243,48,150,243,38,28,213,230
-1,224,198,162,250,190,82,181,221,198
1,119,94,193,16,182,22,172,30,73
1,161,164,191,240,72,74,73,79,7
-1,41,91,213,54,124,54,238,57,98
1,235,250,107,163,253,254,33,30,96
-1,20,131,166,124,69,103,149,103,66
-1,107,180,2,33,113,71,136,148,139
-1,179,7,10,193,66,57,127,159,64
1,97,102,199,65,140,24,0,27,175
1,158,26,169,225,206,198,51,167,26
1,58,190,201,54,186,39,67,123,65
1,190,29,251,210,5,204,96,67,51
-1,139,111,42,120,82,71,112,244,9
-1,191,13,171,142,100,83,223,9,175
1,244,98,239,216,200,91,130,192,226
1,248,206,22,210,26,199,7,184,242
-1,177,202,30,135,9,31,99,68,253
1,203,106,175,200,134,210,216,53,116
-1,35,17,255,96,129,29,198,249,175
1,199,217,31,188,196,153,208,25,213
-1,119,71,208,6,96,70,213,224,79
1,186,240,235,85,76,55,166,205,143
-1,64,180,131,145,244,237,236,174,229
-1,93,120,84,41,106,100,227,108,194
1,115,227,40,63,93,27,122,25,191
-1,111,15,96,56,178,120,97,74,180
-1,33,175,233,71,165,32,208,85,164
-1,191,225,44,125,235,168,16,233,220
-1,78,25,32,220,244,77,182,44,36
-1,137,115,80,130,245,83,206,62,87
-1,133,52,13,129,109,224,112,47,177
-1,27,154,179,163,131,182,166,176,121
-1,24,145,152,124,236,137,122,219,53
-1,29,193,28,139,186,55,186,251,133
-1,125,56,8,53,252,96,97,179,65
-1,48,86,173,151,107,99,249,240,88
1,236,96,195,112,153,80,1,227,230
1,141,197,152,35,139,148,180,29,184
1,91,195,166,43,199,94,108,87,93
-1,219,24,153,60,138,223,109,212,255
-1,111,134,58,208,65,0,69,145,144
1,237,221,86,253,35,200,91,21,35
-1,15,3,254,162,73,160,66,152,107
1,246,61,161,17,127,227,191,77,8
1,214,15,186,170,208,89,148,146,50
-1,154,183,9,59,187,59,56,168,244
1,136,128,238,212,3,141,40,134,182
1,238,130,211,168,122,75,55,139,221
-1,13,110,218,159,74,163,45,68,231
1,193,182,173,9,194,77,212,64,112
1,163,105,233,208,70,108,8,144,105
1,116,251,211,159,17,21,201,116,87
1,143,247,64,8,13,148,209,185,27
1,50,201,242,78,62,165,58,49,57
-1,23,104,9,189,231,65,98,76,198
-1,6,193,124,157,31,207,226,137,199
1,113,243,70,87,226,7,76,89,221
-1,163,2,191,212,46,40,201,151,148
1,72,226,199,239,117,143,215,61,29
1,208,210,231,113,11,169,82,190,37
-1,213,103,86,184,178,113,55,190,249
1,172,138,251,201,66,212,152,187,45
1,134,250,206,127,100,22,6,99,43
-1,191,105,160,133,246,27,243,219,86
1,130,143,36,219,78,246,29,226,28
-1,106,99,37,241,41,239,106,194,12
-1,3,170,47,28,15,192,136,233,205
1,67,156,224,173,122,221,237,29,12
1,246,112,194,44,44,180,122,69,6
-1,100,110,169,18,172,231,249,242,120
1,250,168,219,27,31,253,238,148,240
1,68,120,160,64,114,134,35,35,6
-1,21,127,120,62,22,144,212,182,34
1,192,117,91,251,25,89,123,72,50
1,169,45,132,93,56,54,108,42,130
-1,16,230,88,10,35,147,133,93,251
-1,48,65,97,46,242,76,191,182,156
-1,112,175,116,123,79,104,189,173,195
-1,28,28,134,75,155,105,63,185,53
-1,178,116,136,201,14,193,186,151,154
1,142,149,93,101,68,234,222,16,135
1,117,204,112,159,43,199,96,99,113
1,252,190,229,56,216,212,121,196,25
1,180,228,131,105,244,180,48,41,101
-1,75,8,156,222,120,176,200,238,58
-1,222,31,0,101,77,242,160,87,220
1,204,38,179,184,100,136,75,135,110
1,163,114,173,191,192,144,29,244,36
-1,186,153,113,21,210,171,101,194,194
1,126,166,86,17,223,220,69,74,65
-1,124,97,62,210,139,147,247,129,233
-1,237,134,151,141,131,216,252,171,122
-1,24,21,130,94,224,15,194,243,236
-1,107,122,35,210,109,58,250,123,237
1,104,131,241,181,99,117,246,12,37
-1,53,175,11,12,106,228,122,128,19
-1,61,161,41,71,229,93,128,86,222
1,3,194,244,29,72,252,74,74,141
1,236,223,243,4,96,137,226,221,246
-1,35,131,86,96,221,205,164,138,226
1,167,2,208,30,133,202,12,214,18
1,56,124,227,210,24,31,191,89,95
1,95,236,87,226,116,140,188,96,88
-1,40,26,211,23,0,129,109,233,139
-1,1,148,83,44,158,97,75,90,231
-1,179,11,243,200,194,225,129,140,216
1,11,216,179,104,112,72,24,46,108
-1,63,203,71,186,145,227,85,245,143
1,3,138,255,19,96,125,2,171,94
-1,111,15,89,70,167,197,170,181,82
1,66,155,226,189,56,158,170,36,62
-1,135,224,59,238,130,110,40,139,252
1,158,234,126,67,161,189,74,225,120
1,210,110,87,102,32,206,135,39,182
-1,34,29,79,72,190,244,46,160,16
1,19,245,131,30,236,133,28,15,98
-1,142,21,76,197,26,213,93,175,51
1,159,240,61,140,186,243,86,117,255
1,138,66,216,98,43,58,117,183,13
1,229,88,97,21,2,239,196,53,46
-1,2,219,118,5,34,178,179,191,238
1,211,102,199,206,20,94,119,106,137
-1,4,134,43,70,148,34,97,45,43
1,72,221,194,95,147,172,58,151,117
-1,201,114,163,249,205,6,249,171,85
1,88,211,193,240,174,182,121,12,231
-1,92,39,168,31,18,41,87,199,177
1,143,131,210,66,254,37,0,196,144
-1,108,103,88,92,204,53,184,68,49
-1,162,37,30,44,26,143,2,55,182
1,236,130,17,119,27,244,25,48,253
-1,143,17,88,109,163,160,188,130,73
-1,10,59,190,69,61,206,4,247,29
-1,142,84,177,21,132,9,211,185,40
1,239,193,55,135,227,153,248,60,137
-1,64,145,50,79,116,132,99,114,95
-1,115,118,181,144,184,139,196,218,241
-1,53,112,163,223,207,5,239,135,105
1,223,205,225,180,123,65,8,51,48
-1,80,118,36,21,32,191,139,86,28
-1,22,30,146,172,146,224,152,123,129
1,115,177,215,241,14,84,4,90,0
1,86,52,255,179,132,255,50,72,44
1,205,202,47,72,252,84,139,131,143
1,230,63,106,40,247,35,75,59,225
-1,184,31,89,117,125,38,62,163,169
-1,250,19,174,173,108,202,90,199,225
1,223,203,201,216,34,190,157,179,216
-1,101,120,30,237,106,109,64,95,141
1,68,198,108,58,13,174,22,231,89
-1,22,178,19,56,181,79,218,194,16
1,246,61,206,56,138,200,149,232,99
1,86,149,90,243,233,56,2,2,145
1,217,190,186,196,46,183,104,148,36
-1,193,169,167,52,148,114,145,215,217
1,219,15,74,89,61,55,86,23,62
1,238,154,19,126,104,116,1,90,209
-1,116,172,114,16,81,1,224,70,111
1,2,205,254,231,218,74,66,71,90
1,188,225,99,40,54,249,28,19,107
-1,107,7,115,131,23,86,168,4,159
1,114,189,100,245,126,166,38,232,114
1,218,88,252,143,240,45,23,228,76
-1,67,143,88,19,146,158,100,211,226
1,221,18,244,36,5,237,35,122,218
-1,30,206,65,174,83,107,61,155,255
1,228,224,36,154,143,162,112,14,171
-1,16,28,186,60,91,92,177,8,215
1,146,173,189,254,162,141,210,4,163
1,90,109,195,195,225,57,139,97,127
1,155,197,138,112,80,181,13,87,168
1,127,138,107,82,199,164,125,228,4
-1,213,44,101,172,161,67,176,244,10
1,147,78,145,146,62,19,64,5,204
1,88,48,236,114,120,93,16,63,178
1,131,134,100,19,202,179,121,93,58
-1,82,193,70,60,30,38,166,178,142
1,112,138,134,57,129,36,118,132,74
1,180,228,225,43,4,50,117,221,151
1,171,110,203,4,40,73,167,118,35
-1,106,74,233,234,195,112,215,247,153
1,228,212,85,164,117,250,197,45,73
-1,40,29,55,164,61,40,4,202,189
1,118,203,177,218,129,83,122,113,202
1,160,223,191,90,234,106,227,73,63
1,149,181,97,154,197,8,101,18,21
-1,111,32,207,93,246,248,47,162,218
-1,124,72,107,122,13,65,117,185,134
1,159,77,227,193,3,115,143,114,127
1,233,67,213,54,73,151,3,58,130
1,224,190,2,41,45,175,121,43,64
-1,129,133,0,12,197,148,182,28,147
1,104,199,42,135,1,246,74,87,105
1,39,64,210,124,97,43,93,101,98
1,147,184,17,121,154,252,240,4,33
1,186,179,127,13,5,65,82,17,91
-1,148,240,26,175,227,215,237,144,82
-1,99,64,163,97,47,81,61,154,200
1,77,75,155,235,248,174,99,19,177
1,218,149,240,114,23,147,190,94,56
-1,163,187,165,14,137,86,187,247,133
1,182,226,130,146,128,112,225,159,66
1,3,154,247,120,3,159,24,150,17
1,123,248,223,235,121,186,155,2,107
1,251,57,41,12,180,200,41,174,43
-1,246,175,126,124,196,7,249,213,223
-1,8,180,119,74,154,139,213,207,227
-1,25,168,97,29,109,67,253,2,218
-1,151,42,197,208,16,174,175,163,76
-1,67,72,164,40,67,91,93,211,154
1,151,213,93,64,9,146,96,111,237
-1,219,43,56,23,2,92,228,27,101
1,206,225,29,198,165,77,36,234,40
1,162,160,224,98,207,120,213,107,195
1,218,63,171,213,13,66,190,119,105
-1,90,119,54,14,249,163,193,242,99
-1,65,39,88,111,16,166,112,156,178
-1,245,46,53,240,166,144,191,141,216
1,38,142,122,1,205,50,12,219,46
1,203,236,158,175,145,146,60,55,123
1,85,82,157,183,57,254,6,114,81
1,181,156,197,137,107,63,98,166,145
1,231,50,128,21,47,150,204,87,54
1,105,11,158,57,119,193,102,96,28
-1,215,29,106,94,50,204,164,147,118
-1,164,201,121,119,182,228,153,163,177
-1,12,159,20,160,207,27,236,146,94
-1,80,30,177,119,67,229,21,215,222
1,33,215,88,243,100,78,155,55,9
-1,60,108,107,152,169,227,152,208,225
1,187,156,60,31,77,54,174,111,68
1,91,161,94,15,123,177,7,143,26
-1,29,107,178,152,103,128,171,166,56
1,137,164,95,246,94,148,200,40,62
-1,230,71,149,168,250,94,212,152,237
-1,122,86,39,51,156,64,6,66,155
